sno,name,handedness,height,weight,avg,HR,ratio,bodyindex,bodytype,CatAvg
933,Winston Llenas,RIGHT,70,165,0.23,3,0.424242424,1,MODERATE,0.0003795
934,Charlie Moore,RIGHT,71,180,0.261,36,0.394444444,1,MODERATE,0.0003795
935,Ralph Garr,LEFT,71,185,0.306,75,0.383783784,1,MODERATE,0.000647192
936,Tommy John,RIGHT,75,180,0.157,5,0.416666667,1,MODERATE,0.0003795
937,Bruce Benedict,RIGHT,73,175,0.242,18,0.417142857,1,MODERATE,0.0003795
938,John Ellis,RIGHT,74,225,0.262,69,0.328888889,0,HEAVY,0.0003795
939,Wes Parker,BOTH,73,180,0.267,64,0.405555556,1,MODERATE,0.002755676
940,Mel Stottlemyre,RIGHT,72,190,0,0,0.378947368,0,HEAVY,0.0003795
941,David Green,RIGHT,75,170,0.268,31,0.441176471,2,LEAN,0.0003795
942,Reid Nichols,RIGHT,71,165,0.266,22,0.43030303,1,MODERATE,0.0003795
943,Rick Reichardt,RIGHT,75,210,0.261,116,0.357142857,0,HEAVY,0.0003795
944,Luis Tiant,RIGHT,72,180,0.164,5,0.4,1,MODERATE,0.0003795
945,Alex Sanchez,RIGHT,74,185,0,0,0.4,1,MODERATE,0.0003795
946,Broderick Perkins,LEFT,70,180,0.271,8,0.388888889,1,MODERATE,0.000647192
947,Leon Roberts,RIGHT,75,200,0.267,78,0.375,0,HEAVY,0.0003795
948,Ray Burris,RIGHT,77,200,0.151,1,0.385,1,MODERATE,0.0003795
949,Len Gabrielson,LEFT,76,210,0.253,37,0.361904762,0,HEAVY,0.000647192
950,Johnny Edwards,LEFT,76,220,0.242,81,0.345454545,0,HEAVY,0.000647192
951,Paul Wilmet,RIGHT,71,170,0,0,0.417647059,1,MODERATE,0.0003795
952,Tom Grieve,RIGHT,74,190,0.249,65,0.389473684,1,MODERATE,0.0003795
953,Bruce Ellingsen,LEFT,72,180,0,0,0.4,1,MODERATE,0.000647192
954,Bob Forsch,RIGHT,76,200,0.213,12,0.38,1,MODERATE,0.0003795
955,Gorman Heimueller,LEFT,76,195,0,0,0.38974359,1,MODERATE,0.000647192
956,Danny Cater,RIGHT,72,170,0.276,66,0.423529412,1,MODERATE,0.0003795
957,Bill Schroeder,RIGHT,74,200,0.24,61,0.37,0,HEAVY,0.0003795
958,Clay Dalrymple,LEFT,72,190,0.233,55,0.378947368,0,HEAVY,0.000647192
959,Carlos May,LEFT,71,200,0.274,90,0.355,0,HEAVY,0.000647192
960,Reggie Smith,BOTH,72,180,0.287,314,0.4,1,MODERATE,0.002755676
961,Ron Reed,RIGHT,78,215,0.158,0,0.362790698,0,HEAVY,0.0003795
962,Fred Howard,RIGHT,75,190,0,0,0.394736842,1,MODERATE,0.0003795
963,Davey Johnson,RIGHT,73,170,0.261,136,0.429411765,1,MODERATE,0.0003795
964,Ellis Valentine,RIGHT,76,205,0.278,123,0.370731707,0,HEAVY,0.0003795
965,Roy White,BOTH,70,160,0.271,160,0.4375,2,LEAN,0.002755676
966,Mike Brumley,LEFT,70,195,0.229,5,0.358974359,0,HEAVY,0.000647192
967,Al Luplow,LEFT,70,175,0.235,33,0.4,1,MODERATE,0.000647192
968,John Hoover,RIGHT,74,190,0,0,0.389473684,1,MODERATE,0.0003795
969,Dick Allen,RIGHT,71,187,0.292,351,0.379679144,1,MODERATE,0.0003795
970,Doug Ault,RIGHT,75,200,0.236,17,0.375,0,HEAVY,0.0003795
971,Mark Wagner,RIGHT,72,165,0.243,3,0.436363636,2,LEAN,0.0003795
972,Mike Walters,RIGHT,77,203,0,0,0.379310345,0,HEAVY,0.0003795
973,Willie Stargell,LEFT,74,188,0.282,475,0.393617021,1,MODERATE,0.000647192
974,Steve Carlton,LEFT,76,210,0.201,13,0.361904762,0,HEAVY,0.000647192
975,Jake Wood,RIGHT,73,163,0.25,35,0.447852761,2,LEAN,0.0003795
976,Del Unser,LEFT,73,180,0.258,87,0.405555556,1,MODERATE,0.000647192
977,Bob Brower,RIGHT,71,185,0.242,17,0.383783784,1,MODERATE,0.0003795
978,Ray Culp,RIGHT,72,200,0.123,1,0.36,0,HEAVY,0.0003795
979,Ivan Murrell,RIGHT,74,195,0.236,33,0.379487179,1,MODERATE,0.0003795
980,Lee Mazzilli,BOTH,73,180,0.259,93,0.405555556,1,MODERATE,0.002755676
981,Garth Iorg,RIGHT,71,170,0.258,20,0.417647059,1,MODERATE,0.0003795
982,Alan Ashby,BOTH,74,185,0.245,90,0.4,1,MODERATE,0.002755676
983,Bob Brenly,RIGHT,74,210,0.247,91,0.352380952,0,HEAVY,0.0003795
984,Ron Blomberg,LEFT,73,195,0.293,52,0.374358974,0,HEAVY,0.000647192
985,Jim Rooker,RIGHT,72,195,0.201,7,0.369230769,0,HEAVY,0.0003795
986,Tim Blackwell,BOTH,71,170,0.228,6,0.417647059,1,MODERATE,0.002755676
987,Colby Ward,RIGHT,74,185,0,0,0.4,1,MODERATE,0.0003795
988,Jerry Morales,RIGHT,70,155,0.259,95,0.451612903,2,LEAN,0.0003795
989,Davey Lopes,RIGHT,69,170,0.263,155,0.405882353,1,MODERATE,0.0003795
990,Catfish Hunter,RIGHT,72,190,0.226,6,0.378947368,0,HEAVY,0.0003795
991,Mario Soto,RIGHT,72,174,0.132,1,0.413793103,1,MODERATE,0.0003795
992,Jimmy Wynn,RIGHT,70,160,0.25,291,0.4375,2,LEAN,0.0003795
993,Hank Allen,RIGHT,72,190,0.241,6,0.378947368,0,HEAVY,0.0003795
994,Jim Fregosi,RIGHT,73,190,0.265,151,0.384210526,1,MODERATE,0.0003795
995,Pepe Frias,RIGHT,70,159,0.24,1,0.440251572,2,LEAN,0.0003795
996,Mike Schmidt,RIGHT,74,195,0.267,548,0.379487179,1,MODERATE,0.0003795
997,Willie Montanez,LEFT,72,170,0.275,139,0.423529412,1,MODERATE,0.000647192
998,Rey Quinones,RIGHT,71,160,0.243,29,0.44375,2,LEAN,0.0003795
999,Mike Squires,LEFT,71,185,0.26,6,0.383783784,1,MODERATE,0.000647192
1000,Champ Summers,LEFT,74,205,0.255,54,0.36097561,0,HEAVY,0.000647192
1001,Chuck Porter,RIGHT,75,187,0,0,0.401069519,1,MODERATE,0.0003795
1002,Bert Campaneris,RIGHT,70,160,0.259,79,0.4375,2,LEAN,0.0003795
1003,Bobby Valentine,RIGHT,70,189,0.26,12,0.37037037,0,HEAVY,0.0003795
1004,Rob Andrews,RIGHT,72,185,0.251,3,0.389189189,1,MODERATE,0.0003795
1005,Tom Haller,LEFT,76,195,0.257,134,0.38974359,1,MODERATE,0.000647192
1006,Tom Dozier,RIGHT,74,190,0,0,0.389473684,1,MODERATE,0.0003795
1007,Ed Stroud,LEFT,71,180,0.237,14,0.394444444,1,MODERATE,0.000647192
1008,Ron Swoboda,RIGHT,74,195,0.242,73,0.379487179,1,MODERATE,0.0003795
1009,Harry Spilman,LEFT,73,180,0.237,18,0.405555556,1,MODERATE,0.000647192
1010,Bob Barton,RIGHT,72,175,0.226,9,0.411428571,1,MODERATE,0.0003795
1011,Daryl Sconiers,LEFT,74,185,0.265,15,0.4,1,MODERATE,0.000647192
1012,Joe Torre,RIGHT,74,212,0.297,252,0.349056604,0,HEAVY,0.0003795
1013,Al Ferrara,RIGHT,73,200,0.259,51,0.365,0,HEAVY,0.0003795
1014,Rick Steirer,RIGHT,76,200,0,0,0.38,1,MODERATE,0.0003795
1015,Sixto Lezcano,RIGHT,70,165,0.271,148,0.424242424,1,MODERATE,0.0003795
1016,Al Lachowicz,RIGHT,75,198,0,0,0.378787879,0,HEAVY,0.0003795
1017,Dave Nicholson,RIGHT,74,215,0.212,61,0.344186047,0,HEAVY,0.0003795
1018,Freddie Patek,RIGHT,65,148,0.242,41,0.439189189,2,LEAN,0.0003795
1019,Ken Hubbs,RIGHT,74,175,0.247,14,0.422857143,1,MODERATE,0.0003795
1020,Pepe Mangual,RIGHT,70,157,0.242,16,0.445859873,2,LEAN,0.0003795
1021,Leron Lee,LEFT,72,196,0.25,31,0.367346939,0,HEAVY,0.000647192
1022,Tom McCarthy,RIGHT,72,180,0,0,0.4,1,MODERATE,0.0003795
1023,Steve Ontiveros,BOTH,72,185,0.274,24,0.389189189,1,MODERATE,0.002755676
1024,Willie Davis,LEFT,74,180,0.279,182,0.411111111,1,MODERATE,0.000647192
1025,Tom Lawless,RIGHT,71,170,0.207,2,0.417647059,1,MODERATE,0.0003795
1026,Jerry Moses,RIGHT,75,210,0.251,25,0.357142857,0,HEAVY,0.0003795
1027,Bobby Bonds,RIGHT,73,190,0.268,332,0.384210526,1,MODERATE,0.0003795
1028,Dave McNally,RIGHT,71,185,0.133,9,0.383783784,1,MODERATE,0.0003795
1029,Darrell Brown,BOTH,72,184,0.274,1,0.391304348,1,MODERATE,0.002755676
1030,Roy Foster,RIGHT,72,185,0.253,45,0.389189189,1,MODERATE,0.0003795
1031,Denis Menke,RIGHT,72,185,0.25,101,0.389189189,1,MODERATE,0.0003795
1032,Hal Breeden,RIGHT,74,200,0.243,21,0.37,0,HEAVY,0.0003795
1033,Manny Trillo,RIGHT,73,150,0.263,61,0.486666667,2,LEAN,0.0003795
1034,Jackie Gutierrez,RIGHT,71,175,0.237,4,0.405714286,1,MODERATE,0.0003795
1035,Jerry Kenney,LEFT,73,170,0.237,7,0.429411765,1,MODERATE,0.000647192
1036,Fred Kendall,RIGHT,73,185,0.234,31,0.394594595,1,MODERATE,0.0003795
1037,Mike Anderson,RIGHT,74,200,0.246,28,0.37,0,HEAVY,0.0003795
1038,Jim Lewis,RIGHT,75,190,0,0,0.394736842,1,MODERATE,0.0003795
1039,Joe Charboneau,RIGHT,74,205,0.266,29,0.36097561,0,HEAVY,0.0003795
1040,Jimmie Schaffer,RIGHT,69,170,0.223,11,0.405882353,1,MODERATE,0.0003795
1041,Junior Kennedy,RIGHT,71,175,0.248,4,0.405714286,1,MODERATE,0.0003795
1042,Wilbur Howard,BOTH,74,170,0.25,6,0.435294118,1,MODERATE,0.002755676
1043,Rod Gilbreath,RIGHT,74,180,0.248,14,0.411111111,1,MODERATE,0.0003795
1044,Mark Brouhard,RIGHT,73,210,0.259,25,0.347619048,0,HEAVY,0.0003795
1045,Dan Morogiello,LEFT,73,200,0,0,0.365,0,HEAVY,0.000647192
1046,Mike Young,BOTH,74,195,0.247,72,0.379487179,1,MODERATE,0.002755676
1047,Chris Speier,RIGHT,73,175,0.246,112,0.417142857,1,MODERATE,0.0003795
1048,Gene Michael,BOTH,74,183,0.229,15,0.404371585,1,MODERATE,0.002755676
1049,Vic Harris,BOTH,71,165,0.217,13,0.43030303,1,MODERATE,0.002755676
1050,Mike Fischlin,RIGHT,73,165,0.22,3,0.442424242,2,LEAN,0.0003795
1051,Don Money,RIGHT,73,170,0.261,176,0.429411765,1,MODERATE,0.0003795
1052,Joe Rudi,RIGHT,74,200,0.264,179,0.37,0,HEAVY,0.0003795
1053,Jim Rice,RIGHT,74,200,0.298,382,0.37,0,HEAVY,0.0003795
1054,Shawn Holman,RIGHT,74,185,0,0,0.4,1,MODERATE,0.0003795
1055,Alan Wirth,RIGHT,76,190,0,0,0.4,1,MODERATE,0.0003795
1056,Gil Garrido,RIGHT,69,150,0.237,1,0.46,2,LEAN,0.0003795
1057,Marty Perez,RIGHT,71,160,0.246,22,0.44375,2,LEAN,0.0003795
1058,Tom Matchick,LEFT,73,173,0.215,4,0.421965318,1,MODERATE,0.000647192
1059,Jack Perconte,LEFT,70,160,0.27,2,0.4375,2,LEAN,0.000647192
1060,Ed Kirkpatrick,LEFT,71,195,0.238,85,0.364102564,0,HEAVY,0.000647192
1061,Jerry Grote,RIGHT,70,185,0.252,39,0.378378378,0,HEAVY,0.0003795
1062,Ellie Hendricks,LEFT,73,175,0.22,62,0.417142857,1,MODERATE,0.000647192
1063,Jim Beauchamp,RIGHT,74,190,0.231,14,0.389473684,1,MODERATE,0.0003795
1064,Terry Wilshusen,RIGHT,74,210,0,0,0.352380952,0,HEAVY,0.0003795
1065,Tito Fuentes,BOTH,71,175,0.268,45,0.405714286,1,MODERATE,0.002755676
1066,Ron Brand,RIGHT,67,167,0.239,3,0.401197605,1,MODERATE,0.0003795
1067,Leo Cardenas,RIGHT,71,150,0.257,118,0.473333333,2,LEAN,0.0003795
1068,Art Shamsky,LEFT,73,168,0.253,68,0.43452381,1,MODERATE,0.000647192
1069,Steve Ellsworth,RIGHT,80,220,0,0,0.363636364,0,HEAVY,0.0003795
1070,Ron Cey,RIGHT,70,185,0.261,316,0.378378378,0,HEAVY,0.0003795
1071,Skip Jutze,RIGHT,71,190,0.215,3,0.373684211,0,HEAVY,0.0003795
1072,Butch Wynegar,BOTH,73,190,0.255,65,0.384210526,1,MODERATE,0.002755676
1073,Ron LeFlore,RIGHT,72,200,0.288,59,0.36,0,HEAVY,0.0003795
1074,Bill Russell,RIGHT,72,175,0.263,46,0.411428571,1,MODERATE,0.0003795
1075,Gene Tenace,RIGHT,72,190,0.241,201,0.378947368,0,HEAVY,0.0003795
1076,Bubba Morton,RIGHT,70,175,0.267,14,0.4,1,MODERATE,0.0003795
1077,Ellie Rodriguez,RIGHT,71,185,0.245,16,0.383783784,1,MODERATE,0.0003795
1078,Darrel Chaney,BOTH,74,188,0.217,14,0.393617021,1,MODERATE,0.002755676
1079,Dick Nen,LEFT,74,200,0.224,21,0.37,0,HEAVY,0.000647192
1080,Bryan Kelly,RIGHT,74,195,0,0,0.379487179,1,MODERATE,0.0003795
1081,Bill Freehan,RIGHT,75,203,0.262,200,0.369458128,0,HEAVY,0.0003795
1082,Steve Nicosia,RIGHT,70,185,0.248,11,0.378378378,0,HEAVY,0.0003795
1083,Ted Savage,RIGHT,73,185,0.233,34,0.394594595,1,MODERATE,0.0003795
1084,Pete Mackanin,RIGHT,74,190,0.226,30,0.389473684,1,MODERATE,0.0003795
1085,Rich Dauer,RIGHT,72,180,0.257,43,0.4,1,MODERATE,0.0003795
1086,Mick Kelleher,RIGHT,69,176,0.213,0,0.392045455,1,MODERATE,0.0003795
1087,Rowland Office,LEFT,72,170,0.259,32,0.423529412,1,MODERATE,0.000647192
1088,Rick Leach,LEFT,73,180,0.268,18,0.405555556,1,MODERATE,0.000647192
1089,Dwayne Murphy,LEFT,73,185,0.246,166,0.394594595,1,MODERATE,0.000647192
1090,Larry Harlow,LEFT,74,185,0.248,12,0.4,1,MODERATE,0.000647192
1091,Mike Epstein,LEFT,75,230,0.244,130,0.326086957,0,HEAVY,0.000647192
1092,Jerry Mumphrey,BOTH,74,185,0.289,70,0.4,1,MODERATE,0.002755676
1093,Don Sutton,RIGHT,73,185,0.144,0,0.394594595,1,MODERATE,0.0003795
1094,Glenn Beckert,RIGHT,73,190,0.283,22,0.384210526,1,MODERATE,0.0003795
1095,Ron Davis,RIGHT,72,175,0.233,10,0.411428571,1,MODERATE,0.0003795
1096,Mike Shannon,RIGHT,75,195,0.255,68,0.384615385,1,MODERATE,0.0003795
1097,Jason Thompson,LEFT,76,200,0.261,208,0.38,1,MODERATE,0.000647192
1098,Wayne Tolleson,BOTH,69,160,0.241,9,0.43125,1,MODERATE,0.002755676
1099,John Leister,RIGHT,74,200,0,0,0.37,0,HEAVY,0.0003795
1100,Don Cooper,RIGHT,73,185,0,0,0.394594595,1,MODERATE,0.0003795
1101,Mike Jorgensen,LEFT,72,195,0.243,95,0.369230769,0,HEAVY,0.000647192
1102,Ed Romero,RIGHT,71,160,0.247,8,0.44375,2,LEAN,0.0003795
1103,Rick Joseph,RIGHT,73,192,0.243,13,0.380208333,1,MODERATE,0.0003795
1104,Cecil Cooper,LEFT,74,165,0.298,241,0.448484848,2,LEAN,0.000647192
1105,Bill Almon,RIGHT,75,180,0.254,36,0.416666667,1,MODERATE,0.0003795
1106,Joe Ferguson,RIGHT,74,200,0.24,122,0.37,0,HEAVY,0.0003795
1107,Jeff Jones,RIGHT,75,210,0,0,0.357142857,0,HEAVY,0.0003795
1108,Jerry Terrell,RIGHT,71,165,0.253,4,0.43030303,1,MODERATE,0.0003795
1109,John Poloni,LEFT,77,210,0,0,0.366666667,0,HEAVY,0.000647192
1110,Dave Revering,LEFT,76,210,0.265,62,0.361904762,0,HEAVY,0.000647192
1111,Curt Ford,LEFT,70,150,0.245,7,0.466666667,2,LEAN,0.000647192
1112,Jerry Dybzinski,RIGHT,74,180,0.234,3,0.411111111,1,MODERATE,0.0003795
1113,Mike Willis,LEFT,74,205,0,0,0.36097561,0,HEAVY,0.000647192
1114,Bob Burda,LEFT,71,174,0.224,13,0.408045977,1,MODERATE,0.000647192
1115,Jesse Gonder,LEFT,70,180,0.251,26,0.388888889,1,MODERATE,0.000647192
1116,Gary Sutherland,RIGHT,72,185,0.243,24,0.389189189,1,MODERATE,0.0003795
1117,Bob Coluccio,RIGHT,71,183,0.22,26,0.387978142,1,MODERATE,0.0003795
1118,Dave Rader,LEFT,71,165,0.257,30,0.43030303,1,MODERATE,0.000647192
1119,Ron Gardenhire,RIGHT,72,175,0.232,4,0.411428571,1,MODERATE,0.0003795
1120,Bill Sharp,LEFT,70,178,0.255,9,0.393258427,1,MODERATE,0.000647192
1121,Alan Bannister,RIGHT,71,170,0.27,19,0.417647059,1,MODERATE,0.0003795
1122,Bob Watson,RIGHT,72,201,0.295,184,0.358208955,0,HEAVY,0.0003795
1123,Ken Harrelson,RIGHT,74,190,0.239,131,0.389473684,1,MODERATE,0.0003795
1124,Bobby Wine,RIGHT,73,187,0.215,30,0.390374332,1,MODERATE,0.0003795
1125,Stefan Wever,RIGHT,80,245,0,0,0.326530612,0,HEAVY,0.0003795
1126,John Kennedy,RIGHT,72,185,0.225,32,0.389189189,1,MODERATE,0.0003795
1127,Chico Ruiz,BOTH,72,169,0.24,2,0.426035503,1,MODERATE,0.002755676
1128,Dave Johnson,RIGHT,73,183,0,0,0.398907104,1,MODERATE,0.0003795
1129,Gail Hopkins,LEFT,70,198,0.266,25,0.353535354,0,HEAVY,0.000647192
1130,Doug Frobel,LEFT,76,196,0.201,20,0.387755102,1,MODERATE,0.000647192
1131,Luis Melendez,RIGHT,72,165,0.248,9,0.436363636,2,LEAN,0.0003795
1132,Jerry Augustine,LEFT,72,183,0,0,0.393442623,1,MODERATE,0.000647192
1133,Bill Plummer,RIGHT,73,190,0.188,14,0.384210526,1,MODERATE,0.0003795
1134,Buck Rodgers,BOTH,74,190,0.232,31,0.389473684,1,MODERATE,0.002755676
1135,Phil Niekro,RIGHT,73,180,0.169,7,0.405555556,1,MODERATE,0.0003795
1136,Jeff Holly,LEFT,77,210,0,0,0.366666667,0,HEAVY,0.000647192
1137,Tom Poquette,LEFT,70,175,0.268,10,0.4,1,MODERATE,0.000647192
1138,Eric Hetzel,RIGHT,75,175,0,0,0.428571429,1,MODERATE,0.0003795
1139,Brian Asselstine,LEFT,73,175,0.254,12,0.417142857,1,MODERATE,0.000647192
1140,Rick Miller,LEFT,72,175,0.269,28,0.411428571,1,MODERATE,0.000647192
1141,Ed Charles,RIGHT,70,170,0.263,86,0.411764706,1,MODERATE,0.0003795
1142,Luis Gomez,RIGHT,69,150,0.21,0,0.46,2,LEAN,0.0003795
1143,Dave Lemanczyk,RIGHT,76,235,0,0,0.323404255,0,HEAVY,0.0003795
1144,Al Jones,RIGHT,76,210,0,0,0.361904762,0,HEAVY,0.0003795
1145,Floyd Rayford,RIGHT,70,190,0.244,38,0.368421053,0,HEAVY,0.0003795
1146,Sam Hinds,RIGHT,78,215,0,0,0.362790698,0,HEAVY,0.0003795
1147,Tony Conigliaro,RIGHT,75,185,0.264,166,0.405405405,1,MODERATE,0.0003795
1148,Clay Christiansen,RIGHT,77,205,0,0,0.375609756,0,HEAVY,0.0003795
1149,Jim Barr,RIGHT,75,205,0.162,1,0.365853659,0,HEAVY,0.0003795
1150,Jerry Remy,LEFT,69,165,0.275,7,0.418181818,1,MODERATE,0.000647192
1151,Larry Rothschild,LEFT,74,180,0,0,0.411111111,1,MODERATE,0.000647192
1152,Frank Duffy,RIGHT,73,180,0.232,26,0.405555556,1,MODERATE,0.0003795
1153,Gary Lance,BOTH,75,195,0,0,0.384615385,1,MODERATE,0.002755676
1154,Tom O'Malley,LEFT,72,180,0.256,13,0.4,1,MODERATE,0.000647192
1155,Phil Garner,RIGHT,70,175,0.26,109,0.4,1,MODERATE,0.0003795
1156,Larry Pashnick,RIGHT,75,205,0,0,0.365853659,0,HEAVY,0.0003795
1157,Todd Fischer,RIGHT,70,170,0,0,0.411764706,1,MODERATE,0.0003795
